Id,Label,timeset,description,url,cluster,weight<links>,weight<total_link_strength>,weight<citations>,weight<norm._citations>,score<pub._year>,score<citations>,score<norm._citations>,grain for green,beijing-tianjin sandstorm source control,stimulated
924,ricci (2014),,"<table><tr><td>Authors:</td><td>ricci, o; selosse, s</td></tr><tr><td>Title:</td><td>achieving negative emissions with beccs (bioenergy with carbon capture and storage) in the power sector: new insights from the tiam-fr (times integrated assessment model france) model</td></tr><tr><td>Source:</td><td>energy, 76, 967-975</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1016/j.energy.2014.09.014,2,191,456,7,0.5705,2014,7,0.5705,,,
925,bampa (2014),,"<table><tr><td>Authors:</td><td>bampa, f; jones, a; lugato, e; montanarella, l; panagos, p</td></tr><tr><td>Title:</td><td>potential carbon sequestration of european arable soils estimated by modelling a comprehensive set of management practices</td></tr><tr><td>Source:</td><td>global change biology, 20(11), 3557-3567</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1111/gcb.12551,3,337,602,31,2.5266,2014,31,2.5266,,,
926,deng (2014),,"<table><tr><td>Authors:</td><td>deng, l; liu, gb; shangguan, zp</td></tr><tr><td>Title:</td><td>land-use conversion and changing soil carbon stocks in china's 'grain-for-green' program: a synthesis</td></tr><tr><td>Source:</td><td>global change biology, 20(11), 3544-3556</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1111/gcb.12508,1,388,972,66,5.3791,2014,66,5.3791,,,
927,cole (2014),,"<table><tr><td>Authors:</td><td>cole, aj; de nys, r; mata, l; paul, na</td></tr><tr><td>Title:</td><td>using co2 to enhance carbon capture and biomass applications of freshwater macroalgae</td></tr><tr><td>Source:</td><td>global change biology bioenergy, 6(6), 637-645</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1111/gcbb.12097,2,204,253,8,0.652,2014,8,0.652,,,
928,abanades (2014),,"<table><tr><td>Authors:</td><td>abanades, jc; alonso, m; chamberlain, jr; diego, me; perez, c</td></tr><tr><td>Title:</td><td>biomass combustion with in situ co2 capture by cao in a 300 kwth circulating fluidized bed facility</td></tr><tr><td>Source:</td><td>international journal of greenhouse gas control, 29, 142-152</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1016/j.ijggc.2014.08.002,2,63,105,11,0.8965,2014,11,0.8965,,,
929,campen (2013),,"<table><tr><td>Authors:</td><td>campen, r</td></tr><tr><td>Title:</td><td>briefing: geoengineering - serious options to address climate change?</td></tr><tr><td>Source:</td><td>proceedings of the institution of civil engineers-engineering sustainability, 166(6), 311-314</td></tr><tr><td>Year:</td><td>2013</td></tr></table>",http://dx.doi.org/10.1680/ensu.12.00021,2,26,28,1,0.0597,2013,1,0.0597,,,
931,allen (2014),,"<table><tr><td>Authors:</td><td>allen, fl; ashworth, aj; sams, ce; saxton, am; tyler, dd; wight, jp</td></tr><tr><td>Title:</td><td>soil organic carbon sequestration rates under crop sequence diversity, bio-covers, and no-tillage</td></tr><tr><td>Source:</td><td>soil science society of america journal, 78(5), 1726-1733</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.2136/sssaj2013.09.0422,3,239,353,6,0.489,2014,6,0.489,,,
932,zeman (2014),,"<table><tr><td>Authors:</td><td>zeman, f</td></tr><tr><td>Title:</td><td>reducing the cost of ca-based direct air capture of co2</td></tr><tr><td>Source:</td><td>environmental science & technology, 48(19), 11730-11735</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1021/es502887y,2,198,526,8,0.652,2014,8,0.652,,,
933,martinez-escandell (2014),,"<table><tr><td>Authors:</td><td>martinez-escandell, m; rodriguez-reinoso, f; silvestre-albero, a; silvestre-albero, j</td></tr><tr><td>Title:</td><td>micro/mesoporous activated carbons derived from polyaniline: promising candidates for co2 adsorption</td></tr><tr><td>Source:</td><td>industrial & engineering chemistry research, 53(40), 15398-15405</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1021/ie5013129,5,69,86,13,1.0595,2014,13,1.0595,,,
934,lal (2014),,"<table><tr><td>Authors:</td><td>lal, r; lorenz, k</td></tr><tr><td>Title:</td><td>biochar application to soil for climate change mitigation by soil organic carbon sequestration</td></tr><tr><td>Source:</td><td>journal of plant nutrition and soil science, 177(5), 651-670</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1002/jpln.201400058,6,201,873,22,1.793,2014,22,1.793,,,
935,azapagic (2014),,"<table><tr><td>Authors:</td><td>azapagic, a; barteczko-hibbert, c; binns, m; bonis, i; theodoropoulos, c</td></tr><tr><td>Title:</td><td>a multi-period mixed-integer linear optimisation of future electricity supply considering life cycle costs and environmental impacts</td></tr><tr><td>Source:</td><td>applied energy, 133, 317-334</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1016/j.apenergy.2014.07.066,2,48,54,10,0.815,2014,10,0.815,,,
936,cui (2014),,"<table><tr><td>Authors:</td><td>cui, s; fan, mh; jiang, gd; kong, y; russell, ag; shen, xd</td></tr><tr><td>Title:</td><td>a new aerogel based co2 adsorbent developed using a simple sol-gel method along with supercritical drying</td></tr><tr><td>Source:</td><td>chemical communications, 50(81), 12158-12161</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1039/c4cc06424k,5,83,255,34,2.7711,2014,34,2.7711,,,
938,alkhabbaz (2014),,"<table><tr><td>Authors:</td><td>alkhabbaz, ma; bollini, p; foo, gs; jones, cw; sievers, c</td></tr><tr><td>Title:</td><td>important roles of enthalpic and entropic contributions to co2 capture from simulated flue gas and ambient air using mesoporous silica grafted amines</td></tr><tr><td>Source:</td><td>journal of the american chemical society, 136(38), 13170-13173</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1021/ja507655x,5,109,529,46,3.7491,2014,46,3.7491,,,
939,xie (2014),,"<table><tr><td>Authors:</td><td>xie, zk; zhang, lh; zhao, rf</td></tr><tr><td>Title:</td><td>response of soil properties and c dynamics to land-use change in the west of loess plateau</td></tr><tr><td>Source:</td><td>soil science and plant nutrition, 60(4), 586-597</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1080/00380768.2014.922407,3,237,325,2,0.163,2014,2,0.163,,,
940,de (2014),,"<table><tr><td>Authors:</td><td>de, s; jana, k</td></tr><tr><td>Title:</td><td>biomass integrated gasification combined cogeneration with or without co2 capture - a comparative thermodynamic study</td></tr><tr><td>Source:</td><td>renewable energy, 72, 243-252</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1016/j.renene.2014.07.027,2,54,69,8,0.652,2014,8,0.652,,,
941,akgul (2014),,"<table><tr><td>Authors:</td><td>akgul, o; mac dowell, n; papageorgiou, lg; shah, n</td></tr><tr><td>Title:</td><td>a mixed integer nonlinear programming (minlp) supply chain optimisation framework for carbon negative electricity generation using biomass to energy with ccs (beccs) in the uk</td></tr><tr><td>Source:</td><td>international journal of greenhouse gas control, 28, 189-202</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1016/j.ijggc.2014.06.017,2,114,185,13,1.0595,2014,13,1.0595,,,
942,li (2014),,"<table><tr><td>Authors:</td><td>li, jq; liu, w; mi, j; sang, t; yang, wh; yan, j</td></tr><tr><td>Title:</td><td>carbon sequestration by miscanthus energy crops plantations in a broad range semi-arid marginal land in china</td></tr><tr><td>Source:</td><td>science of the total environment, 496, 373-380</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1016/j.scitotenv.2014.07.047,3,294,407,12,0.978,2014,12,0.978,,,
943,alvim-ferraz (2014),,"<table><tr><td>Authors:</td><td>alvim-ferraz, mcm; goncalves, al; martins, fg; pires, jcm; simoes, m</td></tr><tr><td>Title:</td><td>effect of light supply on co2 capture from atmosphere by chlorella vulgaris and pseudokirchneriella subcapitata</td></tr><tr><td>Source:</td><td>mitigation and adaptation strategies for global change, 19(7), 1109-1117</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1007/s11027-013-9463-1,2,174,251,6,0.489,2014,6,0.489,,,
944,braimoh (2014),,"<table><tr><td>Authors:</td><td>braimoh, a; oladele, o</td></tr><tr><td>Title:</td><td>potential of agricultural land management activities for increased soil carbon sequestration in africa-a review</td></tr><tr><td>Source:</td><td>applied ecology and environmental research, 12(3), 741-751</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",,6,47,51,1,0.0815,2014,1,0.0815,,,
946,bodirsky (2014),,"<table><tr><td>Authors:</td><td>bodirsky, bl; bonsch, m; dietrich, jp; humpenoder, f; klein, d; lotze-campen, h; muller, c; popp, a; stevanovic, m; weindl, i</td></tr><tr><td>Title:</td><td>investigating afforestation and bioenergy ccs as climate change mitigation strategies</td></tr><tr><td>Source:</td><td>environmental research letters, 9(6)</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1088/1748-9326/9/6/064029,2,174,381,26,2.1191,2014,26,2.1191,,,
947,fu (2014),,"<table><tr><td>Authors:</td><td>fu, sl; gasco, g; liang, cf; mendez, a; paz-ferreiro, j; zhu, xl</td></tr><tr><td>Title:</td><td>biochar alters the resistance and resilience to drought in a tropical soil</td></tr><tr><td>Source:</td><td>environmental research letters, 9(6)</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1088/1748-9326/9/6/064013,6,39,51,12,0.978,2014,12,0.978,,,
948,shirato (2014),,"<table><tr><td>Authors:</td><td>shirato, y; yagasaki, y</td></tr><tr><td>Title:</td><td>assessment on the rates and potentials of soil organic carbon sequestration in agricultural lands in japan using a process-based model and spatially explicit land-use change inventories - part 2: future potentials</td></tr><tr><td>Source:</td><td>biogeosciences, 11(16), 4443-4457</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.5194/bg-11-4443-2014,3,181,217,2,0.163,2014,2,0.163,,,
949,shirato (2014),,"<table><tr><td>Authors:</td><td>shirato, y; yagasaki, y</td></tr><tr><td>Title:</td><td>assessment on the rates and potentials of soil organic carbon sequestration in agricultural lands in japan using a process-based model and spatially explicit land-use change inventories - part 1: historical trend and validation based on nation-wide soil monitoring</td></tr><tr><td>Source:</td><td>biogeosciences, 11(16), 4429-4442</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.5194/bg-11-4429-2014,3,191,235,5,0.4075,2014,5,0.4075,,,
950,cassman (2014),,"<table><tr><td>Authors:</td><td>cassman, kg; gerard, bg; jat, ml; palm, ca; powlson, ds; sanchez, pa; stirling, cm</td></tr><tr><td>Title:</td><td>limited potential of no-till agriculture for climate change mitigation</td></tr><tr><td>Source:</td><td>nature climate change, 4(8), 678-683</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1038/nclimate2292,3,333,647,99,8.0687,2014,99,8.0687,,,
951,baldy (2014),,"<table><tr><td>Authors:</td><td>baldy, v; chomel, m; desrochers, a; gauquelin, t; larcheveque, m</td></tr><tr><td>Title:</td><td>non-additive effects of mixing hybrid poplar and white spruce on aboveground and soil carbon storage in boreal plantations</td></tr><tr><td>Source:</td><td>forest ecology and management, 328, 292-299</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1016/j.foreco.2014.05.048,1,86,97,5,0.4075,2014,5,0.4075,,,
952,faaij (2014),,"<table><tr><td>Authors:</td><td>faaij, a; meerman, h; ramirez, a; schakel, w; talaei, a</td></tr><tr><td>Title:</td><td>comparative life cycle assessment of biomass co-firing plants with carbon capture and storage</td></tr><tr><td>Source:</td><td>applied energy, 131, 441-467</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1016/j.apenergy.2014.06.045,2,102,158,24,1.9561,2014,24,1.9561,,,
953,anandarajah (2014),,"<table><tr><td>Authors:</td><td>anandarajah, g; gambhir, a</td></tr><tr><td>Title:</td><td>india's co2 emission pathways to 2050: what role can renewables play?</td></tr><tr><td>Source:</td><td>applied energy, 131, 79-86</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1016/j.apenergy.2014.06.026,2,7,7,18,1.467,2014,18,1.467,,,
954,bauman (2014),,"<table><tr><td>Authors:</td><td>bauman, sj; costa, mt; fong, mb; franks, pjs; house, bm; perez, em; tan, mh; thornton, ae</td></tr><tr><td>Title:</td><td>augmenting the biological pump the shortcomings of geoengineered upwelling</td></tr><tr><td>Source:</td><td>oceanography, 27(3), 17-23</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",,4,129,246,1,0.0815,2014,1,0.0815,,,
955,drage (2014),,"<table><tr><td>Authors:</td><td>drage, tc; liu, h; snape, ce; sun, cg; zhang, wb</td></tr><tr><td>Title:</td><td>capturing co2 from ambient air using a polyethyleneimine-silica adsorbent in fluidized beds</td></tr><tr><td>Source:</td><td>chemical engineering science, 116, 306-316</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1016/j.ces.2014.05.018,5,181,816,31,2.5266,2014,31,2.5266,,,
956,badwal (2014),,"<table><tr><td>Authors:</td><td>badwal, sps; giddey, s; kulkarni, a; munnings, c</td></tr><tr><td>Title:</td><td>biomass to power conversion in a direct carbon fuel cell</td></tr><tr><td>Source:</td><td>international journal of hydrogen energy, 39(23), 12377-12385</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1016/j.ijhydene.2014.03.255,2,57,65,14,1.141,2014,14,1.141,,,
957,babbitt (2014),,"<table><tr><td>Authors:</td><td>babbitt, c; ebner, j; hilton, b; williamson, a; winer, m</td></tr><tr><td>Title:</td><td>life cycle greenhouse gas (ghg) impacts of a novel process for converting food waste to ethanol and co-products</td></tr><tr><td>Source:</td><td>applied energy, 130, 86-93</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1016/j.apenergy.2014.04.099,2,12,13,11,0.8965,2014,11,0.8965,,,
959,klepper (2014),,"<table><tr><td>Authors:</td><td>klepper, g; rickels, w</td></tr><tr><td>Title:</td><td>climate engineering: economic considerations and research challenges</td></tr><tr><td>Source:</td><td>review of environmental economics and policy, 8(2), 270-289</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1093/reep/reu010,2,196,397,6,0.489,2014,6,0.489,,,
960,bossio (2014),,"<table><tr><td>Authors:</td><td>bossio, d; sommer, r</td></tr><tr><td>Title:</td><td>dynamics and climate change mitigation potential of soil organic carbon sequestration</td></tr><tr><td>Source:</td><td>journal of environmental management, 144, 83-87</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1016/j.jenvman.2014.05.017,3,210,276,20,1.63,2014,20,1.63,,,
961,renn (2014),,"<table><tr><td>Authors:</td><td>renn, o; scheer, d</td></tr><tr><td>Title:</td><td>public perception of geoengineering and its consequences for public debate</td></tr><tr><td>Source:</td><td>climatic change, 125(3-4), 305-318</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1007/s10584-014-1177-1,2,52,66,3,0.2445,2014,3,0.2445,,,
962,batten (2014),,"<table><tr><td>Authors:</td><td>batten, sd; gower, jfr</td></tr><tr><td>Title:</td><td>did the iron fertilization near haida gwaii in 2012 affect the pelagic lower trophic level ecosystem?</td></tr><tr><td>Source:</td><td>journal of plankton research, 36(4), 925-932</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1093/plankt/fbu049,4,42,46,2,0.163,2014,2,0.163,,,
963,bugmann (2014),,"<table><tr><td>Authors:</td><td>bugmann, h; manusch, c; wolf, a</td></tr><tr><td>Title:</td><td>the impact of climate change and its uncertainty on carbon storage in switzerland</td></tr><tr><td>Source:</td><td>regional environmental change, 14(4), 1437-1450</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1007/s10113-014-0586-z,1,139,204,4,0.326,2014,4,0.326,,,
964,clark (2014),,"<table><tr><td>Authors:</td><td>clark, jm; gougoulias, c; shaw, lj</td></tr><tr><td>Title:</td><td>the role of soil microbes in the global carbon cycle: tracking the below-ground microbial processing of plant-derived carbon for manipulating carbon dynamics in agricultural systems</td></tr><tr><td>Source:</td><td>journal of the science of food and agriculture, 94(12), 2362-2371</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1002/jsfa.6577,3,383,652,10,0.815,2014,10,0.815,,,
965,jones (2014),,"<table><tr><td>Authors:</td><td>jones, dl; quilliam, rs</td></tr><tr><td>Title:</td><td>metal contaminated biochar and wood ash negatively affect plant growth and soil quality after land application</td></tr><tr><td>Source:</td><td>journal of hazardous materials, 276, 362-370</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1016/j.jhazmat.2014.05.053,6,73,104,13,1.0595,2014,13,1.0595,,,
966,li (2014),,"<table><tr><td>Authors:</td><td>li, tj; liu, gb</td></tr><tr><td>Title:</td><td>age-related changes of carbon accumulation and allocation in plants and soil of black locust forest on loess plateau in ansai county, shaanxi province of china</td></tr><tr><td>Source:</td><td>chinese geographical science, 24(4), 414-422</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1007/s11769-014-0704-3,1,229,502,5,0.4075,2014,5,0.4075,,,
967,dai (2014),,"<table><tr><td>Authors:</td><td>dai, lm; lewis, bj; wei, yw; wu, sn; yu, dp; zhou, l; zhou, wm</td></tr><tr><td>Title:</td><td>biomass carbon storage and its sequestration potential of afforestation under natural forest protection program in china</td></tr><tr><td>Source:</td><td>chinese geographical science, 24(4), 406-413</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1007/s11769-014-0702-5,1,99,140,4,0.326,2014,4,0.326,,,
968,gao (2014),,"<table><tr><td>Authors:</td><td>gao, y; he, np; tian, j; wang, qf; yu, gr; zhu, xj</td></tr><tr><td>Title:</td><td>water use efficiency threshold for terrestrial ecosystem carbon sequestration in china under afforestation</td></tr><tr><td>Source:</td><td>agricultural and forest meteorology, 195, 32-37</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1016/j.agrformet.2014.04.010,1,61,79,35,2.8526,2014,35,2.8526,,,
969,huang (2014),,"<table><tr><td>Authors:</td><td>huang, y; wang, el; wang, gc; xu, jj</td></tr><tr><td>Title:</td><td>soil carbon sequestration potential as affected by management practices in northern china: a simulation study</td></tr><tr><td>Source:</td><td>pedosphere, 24(4), 529-543</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",,3,259,488,3,0.2445,2014,3,0.2445,,,
970,binkley (2014),,"<table><tr><td>Authors:</td><td>binkley, d; cook, rl; mendes, jct; stape, jl</td></tr><tr><td>Title:</td><td>soil carbon stocks and forest biomass following conversion of pasture to broadleaf and conifer plantations in southeastern brazil</td></tr><tr><td>Source:</td><td>forest ecology and management, 324, 37-45</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1016/j.foreco.2014.03.019,1,295,615,9,0.7335,2014,9,0.7335,,,
971,adil (2014),,"<table><tr><td>Authors:</td><td>adil, k; belmabkhout, y; cairns, a; chen, zj; eddaoudi, m; guillerm, v; shekhah, o</td></tr><tr><td>Title:</td><td>made-to-order metal-organic frameworks for trace carbon dioxide removal and air capture</td></tr><tr><td>Source:</td><td>nature communications, 5</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1038/ncomms5228,5,111,387,115,9.3728,2014,115,9.3728,,,
972,chen (2014),,"<table><tr><td>Authors:</td><td>chen, lz; lunstrum, a</td></tr><tr><td>Title:</td><td>soil carbon stocks and accumulation in young mangrove forests</td></tr><tr><td>Source:</td><td>soil biology & biochemistry, 75, 223-232</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1016/j.soilbio.2014.04.008,1,175,338,13,1.0595,2014,13,1.0595,,,
973,sperow (2014),,"<table><tr><td>Authors:</td><td>sperow, m</td></tr><tr><td>Title:</td><td>an enhanced method for using the ipcc approach to estimate soil organic carbon storage potential on us agricultural soils</td></tr><tr><td>Source:</td><td>agriculture ecosystems & environment, 193, 96-107</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1016/j.agee.2014.04.031,3,124,207,4,0.326,2014,4,0.326,,,
974,grunhage (2014),,"<table><tr><td>Authors:</td><td>grunhage, l; kammann, c; koch, c; muller, c; schimmelpfennig, s</td></tr><tr><td>Title:</td><td>biochar, hydrochar and uncarbonized feedstock application to permanent grassland-effects on greenhouse gas emissions and plant growth</td></tr><tr><td>Source:</td><td>agriculture ecosystems & environment, 191, 39-52</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1016/j.agee.2014.03.027,6,86,293,33,2.6896,2014,33,2.6896,,,
975,qin (2014),,"<table><tr><td>Authors:</td><td>qin, yb; xiao, yl; xin, zb; yu, xx</td></tr><tr><td>Title:</td><td>influence of vegetation restoration on topsoil organic carbon in a small catchment of the loess hilly region, china</td></tr><tr><td>Source:</td><td>plos one, 9(6)</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1371/journal.pone.0094489,1,264,533,5,0.4075,2014,5,0.4075,,,
976,jones (2014),,"<table><tr><td>Authors:</td><td>jones, cw; sakwa-novak, ma</td></tr><tr><td>Title:</td><td>steam induced structural changes of a poly(ethylenimine) impregnated gamma-alumina sorbent for co2 extraction from ambient air</td></tr><tr><td>Source:</td><td>acs applied materials & interfaces, 6(12), 9245-9255</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1021/am501500q,5,146,848,24,1.9561,2014,24,1.9561,,,
977,ellison (2014),,"<table><tr><td>Authors:</td><td>ellison, d; lundblad, m; petersson, h</td></tr><tr><td>Title:</td><td>reforming the eu approach to lulucf and the climate policy framework</td></tr><tr><td>Source:</td><td>environmental science & policy, 40, 1-15</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1016/j.envsci.2014.03.004,2,80,106,4,0.326,2014,4,0.326,,,
979,ruthven (2014),,"<table><tr><td>Authors:</td><td>ruthven, dm</td></tr><tr><td>Title:</td><td>co2 capture: value functions, separative work and process economics</td></tr><tr><td>Source:</td><td>chemical engineering science, 114, 128-133</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1016/j.ces.2014.04.020,5,96,124,4,0.326,2014,4,0.326,,,
980,bryn (2014),,"<table><tr><td>Authors:</td><td>bryn, a; de wit, ha; hofgaard, a; karstensen, j; kvalevag, mm; peters, gp</td></tr><tr><td>Title:</td><td>climate warming feedback from mountain birch forest expansion: reduced albedo dominates carbon uptake</td></tr><tr><td>Source:</td><td>global change biology, 20(7), 2344-2355</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1111/gcb.12483,1,192,313,28,2.2821,2014,28,2.2821,,,
981,don (2014),,"<table><tr><td>Authors:</td><td>don, a; poeplau, c</td></tr><tr><td>Title:</td><td>soil carbon changes under miscanthus driven by c-4 accumulation and c-3 decompostion - toward a default sequestration function</td></tr><tr><td>Source:</td><td>global change biology bioenergy, 6(4), 327-338</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1111/gcbb.12043,3,213,339,24,1.9561,2014,24,1.9561,,,
982,bringezu (2014),,"<table><tr><td>Authors:</td><td>bringezu, s</td></tr><tr><td>Title:</td><td>carbon recycling for renewable materials and energy supply recent trends, long-term options, and challenges for research and development</td></tr><tr><td>Source:</td><td>journal of industrial ecology, 18(3), 327-340</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1111/jiec.12099,2,70,84,10,0.815,2014,10,0.815,,,
983,babu (2014),,"<table><tr><td>Authors:</td><td>babu, mbbp; kundu, s; lal, r; singh, ak; srinivasarao, c; venkateswarlu, b</td></tr><tr><td>Title:</td><td>soil carbon sequestration in rainfed production systems in the semiarid tropics of india</td></tr><tr><td>Source:</td><td>science of the total environment, 487, 587-603</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1016/j.scitotenv.2013.10.006,3,336,576,8,0.652,2014,8,0.652,,,
984,cui (2014),,"<table><tr><td>Authors:</td><td>cui, bl; dong, ys; jin, z; wang, yf; wang, yq; wei, xr; zhou, wj</td></tr><tr><td>Title:</td><td>natural vegetation restoration is more beneficial to soil surface organic and inorganic carbon sequestration than tree plantation on the loess plateau of china</td></tr><tr><td>Source:</td><td>science of the total environment, 485, 615-623</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1016/j.scitotenv.2014.03.105,1,385,657,19,1.5485,2014,19,1.5485,,,
985,jiang (2014),,"<table><tr><td>Authors:</td><td>jiang, pk; li, bl; li, zm; song, zl; wang, hl; zhou, gm</td></tr><tr><td>Title:</td><td>lithological control on phytolith carbon sequestration in moso bamboo forests</td></tr><tr><td>Source:</td><td>scientific reports, 4</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1038/srep05262,1,55,77,7,0.5705,2014,7,0.5705,,,
986,axsen (2014),,"<table><tr><td>Authors:</td><td>axsen, j; cusack, df; hartzell-nichols, l; mackey, krm; shwom, r; white, s</td></tr><tr><td>Title:</td><td>an interdisciplinary assessment of climate engineering strategies</td></tr><tr><td>Source:</td><td>frontiers in ecology and the environment, 12(5), 280-287</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1890/130030,2,266,379,10,0.815,2014,10,0.815,,,
987,dirocco (2014),,"<table><tr><td>Authors:</td><td>dirocco, tl; evans, sg; potts, md; ramage, bs</td></tr><tr><td>Title:</td><td>accountable accounting: carbon-based management on marginal lands</td></tr><tr><td>Source:</td><td>forests, 5(4), 847-861</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.3390/f5040847,1,230,440,2,0.163,2014,2,0.163,,,
989,gelaw (2014),,"<table><tr><td>Authors:</td><td>gelaw, am; lal, r; singh, br</td></tr><tr><td>Title:</td><td>soil organic carbon and total nitrogen stocks under different land uses in a semi-arid watershed in tigray, northern ethiopia</td></tr><tr><td>Source:</td><td>agriculture ecosystems & environment, 188, 256-263</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1016/j.agee.2014.02.035,3,302,560,19,1.5485,2014,19,1.5485,,,
991,chen (2014),,"<table><tr><td>Authors:</td><td>chen, wl; gao, y; he, np; wang, qf; yu, gr</td></tr><tr><td>Title:</td><td>long-term effects of different land use types on c, n, and p stoichiometry and storage in subtropical ecosystems: a case study in china</td></tr><tr><td>Source:</td><td>ecological engineering, 67, 171-181</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1016/j.ecoleng.2014.03.013,1,213,292,9,0.7335,2014,9,0.7335,,,
992,czaun (2014),,"<table><tr><td>Authors:</td><td>czaun, m; goeppert, a; may, rb; narayanan, sr; olah, ga; prakash, gks; zhang, h</td></tr><tr><td>Title:</td><td>easily regenerable solid adsorbents based on polyamines for carbon dioxide capture from the air</td></tr><tr><td>Source:</td><td>chemsuschem, 7(5), 1386-1397</td></tr><tr><td>Year:</td><td>2014</td></tr></table>",http://dx.doi.org/10.1002/cssc.201301114,5,169,1205,32,2.6081,2014,32,2.6081,,,
